Title,Plan Number,Plan,Plan Version,Amount,Effective,Ended,Per,Comment,Rate Type,Dwelling,1 BR Unit,2 BR Unit,3 BR Unit,4+BR Unit,Trips,Work in progress,Strikeout,Applies to,AppliesTo,1ET,BaseRate,BaseRateDate,1ETBaseRate,BaseRateDwelling,CombinedForLookup,ChargeControl,ChargeMultiplier,Overrides,Autotext
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.1","399.4","24/04/2007 12:00 AM","23/12/2009 12:00 AM","lot or unit",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2007-18-Small commercial or retail",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.1","399.4","24/04/2007 12:00 AM","22/12/2009 12:00 AM","Lot or unit",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2007-18-Small industrial",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.1","277","24/04/2007 12:00 AM","22/12/2009 12:00 AM","300m2 floor area",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2007-18-Larger commercial, retail or industrial",,,,
"Residential","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.1","768","24/04/2007 12:00 AM","22/12/2009 12:00 AM","Person",,"Indexed","2.6",,,,"1.7",,,,"[""Residential""]","Residential","1,996.8",,,,,"2007-18-Residential",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2","733.29","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,759.896",,,,,"2009-18-Residential/Tourist",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2","381.35","23/12/2009 12:00 AM","30/06/2011 12:00 AM","lot or unit",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-18-Small commercial or retail",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2","381.35","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Lot or unit",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-18-Small industrial",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2","264.48","23/12/2009 12:00 AM","30/06/2011 12:00 AM","300m2 floor area",,"Base rate",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2009-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.1","740.76","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,777.824",,,,,"2011-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.1","385.24","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2011-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.1","385.24","1/07/2011 12:00 AM","30/06/2012 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2011-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.1","267.17","1/07/2011 12:00 AM","30/06/2012 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2011-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.2","755.26","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,812.624",,,,,"2012-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.2","392.77","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.2","392.77","1/07/2012 12:00 AM","30/06/2013 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.2","272.41","1/07/2012 12:00 AM","30/06/2013 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2012-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","775.13","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,860.312",,,,,"2013-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","403.11","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","403.11","1/07/2013 12:00 AM","30/06/2014 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","279.58","1/07/2013 12:00 AM","30/06/2014 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2013-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","783.49","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,880.376",,,,,"2014-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","407.46","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","407.46","1/07/2014 12:00 AM","30/06/2015 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.3","282.59","1/07/2014 12:00 AM","30/06/2015 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2014-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.4","786.94","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","1,888.656",,,,,"2015-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.4","409.25","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.4","409.25","1/07/2015 12:00 AM","30/06/2016 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.4","283.84","1/07/2015 12:00 AM","30/06/2016 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2015-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.5","95.66","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","229.584",,,,,"2016-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.5","413.78","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.5","413.78","1/07/2016 12:00 AM","30/06/2017 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.2.5","286.97","1/07/2016 12:00 AM","30/06/2017 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]","Commercial",,,,,,"2016-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.8","911.31","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"2,187.144",,,,,"2018-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.8","473.93","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.8","473.93","1/07/2018 12:00 AM","30/06/2019 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.8","328.69","1/07/2018 12:00 AM","30/06/2019 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2018-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.9","914.95","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"2,195.88",,,,,"2019-18-Residential/Tourist",,,,
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.9","475.82","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-18-Small industrial",,,,
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.9","475.82","1/07/2019 12:00 AM","30/06/2020 12:00 AM","lot or unit",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-18-Small commercial or retail",,,,
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.9","330","1/07/2019 12:00 AM","30/06/2020 12:00 AM","300m2 floor area",,"Indexed",,,,,,,,,"[""Commercial""]",,,,,,,"2019-18-Larger commercial, retail or industrial",,,,
"Residential/Tourist","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.10","938.38","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential"",""Tourist""]",,"2,252.112","733.29","40,170","1,759.896","2.4","2020-18-Residential/Tourist","Shirewide","ET",,"admin"
"Small industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.10","488.01","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Lot or unit",,"Indexed","1",,,,,,,,"[""Commercial""]",,"488.01","381.35",,"381.35","1","2020-18-Small industrial","Shirewide","m2",,"convertToETS"
"Small commercial or retail","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.10","488.01","1/07/2020 12:00 AM","30/06/2022 12:00 AM","lot or unit",,"Indexed","1",,,,,,,,"[""Commercial""]",,"488.01","381.35","40,170","381.35","1","2020-18-Small commercial or retail","Shirewide","m2",,"convertToETS"
"Larger commercial, retail or industrial","18","Contribution Plan No 18 - Council Administration Offices and Technical Support Facilities","2.3.10","338.45","1/07/2020 12:00 AM","30/06/2022 12:00 AM","300m2 floor area",,"Indexed","1",,,,,,,,"[""Commercial""]",,"338.45","264.48",,"264.48","1","2020-18-Larger commercial, retail or industrial","Shirewide","m2",,"convertToETS"
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","3","594","9/11/2005 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","1,544",,,,,"2005-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","3","555","9/11/2005 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","1,443",,,,,"2005-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","4","298.56","23/12/2009 12:00 AM","14/03/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","717",,,,,"2009-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","4","546.29","23/12/2009 12:00 AM","14/03/2011 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,311",,,,,"2009-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","4","513","23/12/2009 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,231",,,,,"2009-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","4","671","23/12/2009 12:00 AM","14/03/2011 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,610",,,,,"2009-19-Community facilities",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5","897","15/03/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,153",,,,,"2011-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.1","518.56","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,245",,,,,"2012-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.1","918","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,203",,,,,"2012-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.2","524.06","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,258",,,,,"2013-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.2","943","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,263",,,,,"2013-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.3","526.38","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,263",,,,,"2014-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.3","953.15","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,288",,,,,"2014-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.4","527.33","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,266",,,,,"2015-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.4","957.6","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,298",,,,,"2015-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.5","544.98","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,308",,,,,"2016-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.5","967","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","2,321",,,,,"2016-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.7","636.36","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,527",,,,,"2018-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.7","1,037","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"2,489",,,,,"2018-19-Community facilities",,,,
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.8","696.5","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,672",,,,,"2019-19-Structured open space",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.8","1,094","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"2,626",,,,,"2019-19-Community facilities",,,,
"Community facilities","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.9","1,119","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"2,686","897","40,617","2,153","2.4","2020-19-Community facilities","CommFac19","ET","15","kingsbeach3"
"Structured open space","19","Contribution Plan No 19 - Casuarina Beach/Kings Forest","5.0.9","763.2","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,832","298.56","40,170","717","2.4","2020-19-Structured open space","OpenSpac19","ET","5","kingsbeach1"
"Casual open space","20",,"All-Calculate","1","1/07/2020 12:00 AM",,"$",,"Base rate","1",,,,,,,,"[""Residential"",""Tourist""]",,"1","1",,"1","1","2020-20-Casual open space","CasualOS20","ET",,"seabreeze1"
"Structured open space","20",,"All-Calculate","1","1/07/2020 12:00 AM",,"$",,"Base rate","1",,,,,,,,"[""Residential""]",,"1","1",,"1","1","2020-20-Structured open space","StructOS20","ET",,"seabreeze2"
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","1","334.4","21/07/1999 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","869",,,,,"1999-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","1","113.92","21/07/1999 12:00 AM","22/12/2009 12:00 AM","Person",,"Base rate","2.6",,,,"1.7",,,,"[""Residential""]","Residential","296",,,,,"1999-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2","319.52","23/12/2009 12:00 AM","23/12/2009 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","767",,,,,"2009-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2","108.75","23/12/2009 12:00 AM","23/12/2009 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","261",,,,,"2009-21-Community facilities",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2","167.53","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","402",,,,,"2009-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2","492.21","23/12/2009 12:00 AM","30/06/2011 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,181",,,,,"2009-21-Structured open space",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.1","497.25","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,193",,,,,"2011-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.1","169.24","1/07/2011 12:00 AM","30/06/2012 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","406",,,,,"2011-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.2","507.2","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,217",,,,,"2012-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.2","172.63","1/07/2012 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","414",,,,,"2012-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.3","520.92","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,250",,,,,"2013-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.3","177.3","1/07/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","426",,,,,"2013-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.4","526.69","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,264",,,,,"2014-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.4","179.26","1/07/2014 12:00 AM","30/06/2015 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","430",,,,,"2014-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.5","529.08","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,270",,,,,"2015-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.5","180.08","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","432",,,,,"2015-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.6","534.27","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","1,282",,,,,"2016-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.6","181.84","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","436",,,,,"2016-21-Community facilities",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.8","206.61","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"496",,,,,"2018-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.8","607.05","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,457",,,,,"2018-21-Structured open space",,,,
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.9","218.04","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"523",,,,,"2019-21-Community facilities",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.9","640.64","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,538",,,,,"2019-21-Structured open space",,,,
"Structured open space","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.10","655.09","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"1,572","319.52","40,170","767","2.4","2020-21-Structured open space","StructOS21","ET","5","terranora2"
"Community facilities","21","Contribution Plan No 21 - Terranora Village Estate - Open Space and Community Facilities","2.0.10","222.96","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]",,"535","108.75","40,170","261","2.4","2020-21-Community facilities","CommFac21","ET","15","terranora1"
"Cycleways","22","Contribution Plan No 22 - Cycleways","2","135.58","10/08/2005 12:00 AM","22/12/2009 12:00 AM","Person","Does not apply in rural , rural village or env protection zones","Base rate","2.6",,,,"1.7",,,,"[""Residential; Tourist""]","Residential; Tourist","353",,,,,"2005-22-Cycleways",,,,
